entity_id,name,jurisdiction,incorporation_date,entity_type,source,status,description,address
ENT_00321,Offshore Entity 322,British Virgin Islands,2018-08-22,Trust,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"665 Financial District, Luxembourg"
ENT_00322,Offshore Entity 323,British Virgin Islands,2011-06-07,Foundation,Panama Papers,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"96 Financial District, Luxembourg"
ENT_00323,Offshore Entity 324,Panama,2009-03-27,Company,Paradise Papers,Dissolved,This is an offshore entity incorporated in Switzerland for business purposes.,"239 Financial District, Malta"
ENT_00324,Offshore Entity 325,Malta,2010-02-02,Foundation,Pandora Papers,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"787 Financial District, Cyprus"
ENT_00325,Offshore Entity 326,Malta,2021-10-24,Other,Panama Papers,Inactive,This is an offshore entity incorporated in Monaco for business purposes.,"507 Financial District, Cayman Islands"
ENT_00326,Offshore Entity 327,Bermuda,2020-01-20,Foundation,Paradise Papers,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"709 Financial District, Cyprus"
ENT_00327,Offshore Entity 328,Bermuda,2008-09-28,Foundation,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"891 Financial District, British Virgin Islands"
ENT_00328,Offshore Entity 329,Bermuda,2018-09-16,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"652 Financial District, Luxembourg"
ENT_00329,Offshore Entity 330,Monaco,2006-09-15,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"690 Financial District, Cayman Islands"
ENT_00330,Offshore Entity 331,British Virgin Islands,2024-06-27,Company,Paradise Papers,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"58 Financial District, Malta"
ENT_00331,Offshore Entity 332,Cayman Islands,2007-02-05,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"101 Financial District, Switzerland"
ENT_00332,Offshore Entity 333,Malta,2009-08-19,Other,Bahamas Leaks,Active,This is an offshore entity incorporated in Panama for business purposes.,"922 Financial District, Bahamas"
ENT_00333,Offshore Entity 334,Bahamas,2015-08-19,Foundation,Offshore Leaks,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"2 Financial District, Bermuda"
ENT_00334,Offshore Entity 335,Bahamas,2007-03-22,Trust,Offshore Leaks,Active,This is an offshore entity incorporated in Malta for business purposes.,"537 Financial District, Bahamas"
ENT_00335,Offshore Entity 336,Switzerland,2010-12-14,Foundation,Paradise Papers,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"787 Financial District, Panama"
ENT_00336,Offshore Entity 337,British Virgin Islands,2012-07-21,Other,Paradise Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"159 Financial District, Cayman Islands"
ENT_00337,Offshore Entity 338,Cyprus,2021-07-14,Company,Paradise Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"81 Financial District, Malta"
ENT_00338,Offshore Entity 339,Bahamas,2006-03-24,Company,Offshore Leaks,Active,This is an offshore entity incorporated in Malta for business purposes.,"698 Financial District, Bermuda"
ENT_00339,Offshore Entity 340,Bahamas,2011-06-19,Trust,Panama Papers,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"656 Financial District, Monaco"
ENT_00340,Offshore Entity 341,Monaco,2016-06-26,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"828 Financial District, Bermuda"
ENT_00341,Offshore Entity 342,Luxembourg,2016-06-09,Other,Paradise Papers,Inactive,This is an offshore entity incorporated in Bahamas for business purposes.,"670 Financial District, Luxembourg"
ENT_00342,Offshore Entity 343,Monaco,2018-07-27,Other,Pandora Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"246 Financial District, Cyprus"
ENT_00343,Offshore Entity 344,Monaco,2024-06-03,Trust,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"194 Financial District, Bermuda"
ENT_00344,Offshore Entity 345,Cyprus,2015-07-17,Other,Pandora Papers,Active,This is an offshore entity incorporated in Cayman Islands for business purposes.,"636 Financial District, Cayman Islands"
ENT_00345,Offshore Entity 346,Switzerland,2011-08-20,Foundation,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"13 Financial District, Bahamas"
ENT_00346,Offshore Entity 347,Cayman Islands,2011-03-14,Foundation,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"437 Financial District, British Virgin Islands"
ENT_00347,Offshore Entity 348,British Virgin Islands,2012-10-13,Foundation,Paradise Papers,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"287 Financial District, Bahamas"
ENT_00348,Offshore Entity 349,Monaco,2016-07-22,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"83 Financial District, Monaco"
ENT_00349,Offshore Entity 350,Bahamas,2013-09-21,Other,Pandora Papers,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"454 Financial District, Switzerland"
ENT_00350,Offshore Entity 351,Monaco,2015-04-16,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"456 Financial District, Monaco"
ENT_00351,Offshore Entity 352,Bermuda,2023-03-19,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"32 Financial District, Luxembourg"
ENT_00352,Offshore Entity 353,Switzerland,2009-07-26,Company,Bahamas Leaks,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"192 Financial District, Panama"
ENT_00353,Offshore Entity 354,Panama,2014-05-07,Foundation,Pandora Papers,Dissolved,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"53 Financial District, British Virgin Islands"
ENT_00354,Offshore Entity 355,Switzerland,2011-04-24,Other,Offshore Leaks,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"855 Financial District, Monaco"
ENT_00355,Offshore Entity 356,Cyprus,2018-12-14,Other,Bahamas Leaks,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"904 Financial District, Bermuda"
ENT_00356,Offshore Entity 357,Switzerland,2014-06-03,Company,Pandora Papers,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"402 Financial District, Cyprus"
ENT_00357,Offshore Entity 358,Monaco,2019-11-26,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"736 Financial District, Panama"
ENT_00358,Offshore Entity 359,Cyprus,2012-04-28,Company,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Switzerland for business purposes.,"592 Financial District, Monaco"
ENT_00359,Offshore Entity 360,Cyprus,2008-06-08,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"739 Financial District, Luxembourg"
ENT_00360,Offshore Entity 361,Bermuda,2010-10-02,Company,Paradise Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"783 Financial District, Cayman Islands"
ENT_00361,Offshore Entity 362,Monaco,2010-02-21,Foundation,Panama Papers,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"270 Financial District, Malta"
ENT_00362,Offshore Entity 363,Panama,2006-02-18,Company,Pandora Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"318 Financial District, Cayman Islands"
ENT_00363,Offshore Entity 364,British Virgin Islands,2014-04-18,Trust,Paradise Papers,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"36 Financial District, British Virgin Islands"
ENT_00364,Offshore Entity 365,British Virgin Islands,2009-02-02,Foundation,Paradise Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"701 Financial District, Bahamas"
ENT_00365,Offshore Entity 366,British Virgin Islands,2011-11-29,Trust,Pandora Papers,Inactive,This is an offshore entity incorporated in Bahamas for business purposes.,"2 Financial District, Cayman Islands"
ENT_00366,Offshore Entity 367,Switzerland,2022-05-18,Other,Pandora Papers,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"86 Financial District, Cyprus"
ENT_00367,Offshore Entity 368,Switzerland,2020-02-15,Company,Panama Papers,Inactive,This is an offshore entity incorporated in Bahamas for business purposes.,"379 Financial District, Malta"
ENT_00368,Offshore Entity 369,Panama,2020-10-25,Other,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"584 Financial District, Switzerland"
ENT_00369,Offshore Entity 370,Cyprus,2022-03-17,Company,Offshore Leaks,Inactive,This is an offshore entity incorporated in Bahamas for business purposes.,"163 Financial District, Panama"
ENT_00370,Offshore Entity 371,Panama,2017-12-02,Trust,Pandora Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"750 Financial District, Luxembourg"
ENT_00371,Offshore Entity 372,Switzerland,2012-09-01,Other,Paradise Papers,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"929 Financial District, Cyprus"
ENT_00372,Offshore Entity 373,Bermuda,2013-04-27,Company,Panama Papers,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"783 Financial District, British Virgin Islands"
ENT_00373,Offshore Entity 374,British Virgin Islands,2016-08-18,Other,Paradise Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"796 Financial District, Luxembourg"
ENT_00374,Offshore Entity 375,Bermuda,2010-02-24,Trust,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"781 Financial District, Panama"
ENT_00375,Offshore Entity 376,Switzerland,2009-10-05,Foundation,Panama Papers,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"296 Financial District, British Virgin Islands"
ENT_00376,Offshore Entity 377,Luxembourg,2011-08-07,Other,Paradise Papers,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"513 Financial District, Luxembourg"
ENT_00377,Offshore Entity 378,Monaco,2012-03-03,Company,Panama Papers,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"648 Financial District, Malta"
ENT_00378,Offshore Entity 379,Luxembourg,2016-12-21,Foundation,Pandora Papers,Active,This is an offshore entity incorporated in Bermuda for business purposes.,"300 Financial District, Panama"
ENT_00379,Offshore Entity 380,Switzerland,2012-04-28,Trust,Panama Papers,Dissolved,This is an offshore entity incorporated in Switzerland for business purposes.,"715 Financial District, Panama"
ENT_00380,Offshore Entity 381,Switzerland,2005-09-17,Foundation,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"977 Financial District, Luxembourg"
ENT_00381,Offshore Entity 382,Panama,2011-11-04,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Switzerland for business purposes.,"320 Financial District, Malta"
ENT_00382,Offshore Entity 383,British Virgin Islands,2015-07-02,Trust,Panama Papers,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"543 Financial District, Cayman Islands"
ENT_00383,Offshore Entity 384,Monaco,2019-02-17,Company,Pandora Papers,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"623 Financial District, British Virgin Islands"
ENT_00384,Offshore Entity 385,Cyprus,2008-09-01,Trust,Bahamas Leaks,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"273 Financial District, British Virgin Islands"
ENT_00385,Offshore Entity 386,Bahamas,2005-10-04,Foundation,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"736 Financial District, Bahamas"
ENT_00386,Offshore Entity 387,Panama,2023-05-12,Company,Offshore Leaks,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"16 Financial District, Monaco"
ENT_00387,Offshore Entity 388,Bermuda,2013-10-29,Other,Panama Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"642 Financial District, Panama"
ENT_00388,Offshore Entity 389,Cayman Islands,2019-02-28,Foundation,Panama Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"215 Financial District, British Virgin Islands"
ENT_00389,Offshore Entity 390,Cayman Islands,2019-09-30,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Bermuda for business purposes.,"366 Financial District, Switzerland"
ENT_00390,Offshore Entity 391,British Virgin Islands,2011-08-23,Trust,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"993 Financial District, Panama"
ENT_00391,Offshore Entity 392,Malta,2014-11-21,Other,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"99 Financial District, British Virgin Islands"
ENT_00392,Offshore Entity 393,Bermuda,2008-04-20,Company,Panama Papers,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"169 Financial District, Switzerland"
ENT_00393,Offshore Entity 394,Luxembourg,2011-11-28,Trust,Offshore Leaks,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"981 Financial District, Bahamas"
ENT_00394,Offshore Entity 395,Luxembourg,2021-01-23,Company,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"274 Financial District, Bahamas"
ENT_00395,Offshore Entity 396,British Virgin Islands,2016-12-14,Foundation,Paradise Papers,Dissolved,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"103 Financial District, Cyprus"
ENT_00396,Offshore Entity 397,Bahamas,2022-02-23,Other,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"695 Financial District, Cyprus"
ENT_00397,Offshore Entity 398,Panama,2011-10-18,Company,Panama Papers,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"447 Financial District, Malta"
ENT_00398,Offshore Entity 399,Bermuda,2015-12-31,Trust,Paradise Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"414 Financial District, Monaco"
ENT_00399,Offshore Entity 400,Malta,2019-01-15,Foundation,Offshore Leaks,Active,This is an offshore entity incorporated in Malta for business purposes.,"136 Financial District, Monaco"
ENT_00400,Offshore Entity 401,Bermuda,2007-12-22,Foundation,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"637 Financial District, British Virgin Islands"
ENT_00401,Offshore Entity 402,Bahamas,2017-10-26,Company,Panama Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"896 Financial District, Bahamas"
ENT_00402,Offshore Entity 403,Cayman Islands,2017-07-31,Company,Paradise Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"691 Financial District, Monaco"
ENT_00403,Offshore Entity 404,Monaco,2015-05-08,Foundation,Panama Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"902 Financial District, Monaco"
ENT_00404,Offshore Entity 405,Monaco,2020-09-09,Foundation,Paradise Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"865 Financial District, British Virgin Islands"
ENT_00405,Offshore Entity 406,Bermuda,2013-01-24,Trust,Paradise Papers,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"747 Financial District, Panama"
ENT_00406,Offshore Entity 407,Bahamas,2016-03-06,Other,Panama Papers,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"837 Financial District, Malta"
ENT_00407,Offshore Entity 408,Cayman Islands,2019-07-12,Foundation,Offshore Leaks,Inactive,This is an offshore entity incorporated in Cyprus for business purposes.,"444 Financial District, Cyprus"
ENT_00408,Offshore Entity 409,Bermuda,2012-07-31,Trust,Panama Papers,Active,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"805 Financial District, Bermuda"
ENT_00409,Offshore Entity 410,Cyprus,2011-02-11,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Monaco for business purposes.,"302 Financial District, Luxembourg"
ENT_00410,Offshore Entity 411,Cayman Islands,2019-03-14,Trust,Pandora Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"905 Financial District, Bermuda"
ENT_00411,Offshore Entity 412,Bahamas,2010-04-02,Company,Panama Papers,Dissolved,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"292 Financial District, Luxembourg"
ENT_00412,Offshore Entity 413,Luxembourg,2015-11-18,Company,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"653 Financial District, Bermuda"
ENT_00413,Offshore Entity 414,Panama,2023-12-18,Trust,Panama Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"248 Financial District, Bahamas"
ENT_00414,Offshore Entity 415,Malta,2006-09-28,Company,Pandora Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"143 Financial District, Cyprus"
ENT_00415,Offshore Entity 416,Bahamas,2019-04-30,Other,Paradise Papers,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"423 Financial District, Cayman Islands"
ENT_00416,Offshore Entity 417,Malta,2013-02-21,Company,Paradise Papers,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"406 Financial District, Bermuda"
ENT_00417,Offshore Entity 418,Monaco,2013-09-04,Foundation,Pandora Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"159 Financial District, Malta"
ENT_00418,Offshore Entity 419,Cyprus,2015-05-23,Foundation,Offshore Leaks,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"728 Financial District, Panama"
ENT_00419,Offshore Entity 420,Malta,2014-04-08,Foundation,Pandora Papers,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"249 Financial District, Cayman Islands"
ENT_00420,Offshore Entity 421,Cyprus,2015-06-24,Trust,Pandora Papers,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"74 Financial District, British Virgin Islands"
ENT_00421,Offshore Entity 422,Switzerland,2021-11-24,Foundation,Offshore Leaks,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"181 Financial District, Bermuda"
ENT_00422,Offshore Entity 423,Malta,2013-06-18,Company,Pandora Papers,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"306 Financial District, Malta"
ENT_00423,Offshore Entity 424,British Virgin Islands,2006-11-23,Trust,Pandora Papers,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"371 Financial District, Malta"
ENT_00424,Offshore Entity 425,Monaco,2018-02-23,Trust,Pandora Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"173 Financial District, Bermuda"
ENT_00425,Offshore Entity 426,Luxembourg,2007-08-14,Trust,Paradise Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"897 Financial District, Luxembourg"
ENT_00426,Offshore Entity 427,Panama,2012-01-06,Foundation,Pandora Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"268 Financial District, Cyprus"
ENT_00427,Offshore Entity 428,Monaco,2008-08-15,Company,Pandora Papers,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"24 Financial District, Cayman Islands"
ENT_00428,Offshore Entity 429,British Virgin Islands,2022-07-20,Foundation,Paradise Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"663 Financial District, Cayman Islands"
ENT_00429,Offshore Entity 430,Bahamas,2007-07-11,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"46 Financial District, British Virgin Islands"
ENT_00430,Offshore Entity 431,Luxembourg,2008-11-18,Other,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Panama for business purposes.,"303 Financial District, Monaco"
ENT_00431,Offshore Entity 432,Malta,2023-05-25,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"119 Financial District, British Virgin Islands"
ENT_00432,Offshore Entity 433,Switzerland,2010-04-11,Foundation,Offshore Leaks,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"565 Financial District, Monaco"
ENT_00433,Offshore Entity 434,Monaco,2005-11-16,Other,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"945 Financial District, Panama"
ENT_00434,Offshore Entity 435,Cayman Islands,2013-05-31,Company,Pandora Papers,Inactive,This is an offshore entity incorporated in Monaco for business purposes.,"711 Financial District, Luxembourg"
ENT_00435,Offshore Entity 436,Monaco,2012-06-10,Other,Pandora Papers,Active,This is an offshore entity incorporated in Luxembourg for business purposes.,"333 Financial District, Luxembourg"
ENT_00436,Offshore Entity 437,Cayman Islands,2015-06-02,Other,Pandora Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"811 Financial District, British Virgin Islands"
ENT_00437,Offshore Entity 438,Switzerland,2020-06-26,Other,Offshore Leaks,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"301 Financial District, Cyprus"
ENT_00438,Offshore Entity 439,Cyprus,2018-02-20,Trust,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"140 Financial District, Monaco"
ENT_00439,Offshore Entity 440,Bermuda,2016-08-26,Other,Paradise Papers,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"143 Financial District, Luxembourg"
ENT_00440,Offshore Entity 441,Bahamas,2021-10-09,Foundation,Panama Papers,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"970 Financial District, Cyprus"
ENT_00441,Offshore Entity 442,Switzerland,2016-11-20,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"588 Financial District, Switzerland"
ENT_00442,Offshore Entity 443,Malta,2009-08-16,Foundation,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Cayman Islands for business purposes.,"142 Financial District, Luxembourg"
ENT_00443,Offshore Entity 444,British Virgin Islands,2008-09-02,Other,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"905 Financial District, Bahamas"
ENT_00444,Offshore Entity 445,Bahamas,2018-12-29,Other,Panama Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"268 Financial District, Cyprus"
ENT_00445,Offshore Entity 446,Cayman Islands,2013-01-10,Company,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Panama for business purposes.,"153 Financial District, Malta"
ENT_00446,Offshore Entity 447,British Virgin Islands,2018-07-20,Trust,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Switzerland for business purposes.,"590 Financial District, Bahamas"
ENT_00447,Offshore Entity 448,Cyprus,2020-08-03,Trust,Offshore Leaks,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"778 Financial District, Luxembourg"
ENT_00448,Offshore Entity 449,Switzerland,2023-02-08,Other,Paradise Papers,Active,This is an offshore entity incorporated in Panama for business purposes.,"544 Financial District, Panama"
ENT_00449,Offshore Entity 450,Malta,2021-12-01,Foundation,Pandora Papers,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"262 Financial District, Switzerland"
ENT_00450,Offshore Entity 451,Luxembourg,2014-03-19,Trust,Paradise Papers,Active,This is an offshore entity incorporated in Monaco for business purposes.,"411 Financial District, Bermuda"
ENT_00451,Offshore Entity 452,Bermuda,2013-03-19,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"877 Financial District, Bermuda"
ENT_00452,Offshore Entity 453,Bermuda,2014-04-14,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"937 Financial District, Luxembourg"
ENT_00453,Offshore Entity 454,Luxembourg,2023-03-08,Trust,Panama Papers,Active,This is an offshore entity incorporated in Monaco for business purposes.,"321 Financial District, Bermuda"
ENT_00454,Offshore Entity 455,British Virgin Islands,2011-06-06,Company,Offshore Leaks,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"456 Financial District, British Virgin Islands"
ENT_00455,Offshore Entity 456,Panama,2017-07-04,Foundation,Pandora Papers,Inactive,This is an offshore entity incorporated in Switzerland for business purposes.,"473 Financial District, Cyprus"
ENT_00456,Offshore Entity 457,Panama,2014-10-24,Trust,Paradise Papers,Inactive,This is an offshore entity incorporated in Switzerland for business purposes.,"166 Financial District, Cayman Islands"
ENT_00457,Offshore Entity 458,British Virgin Islands,2020-02-22,Trust,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Cyprus for business purposes.,"826 Financial District, Switzerland"
ENT_00458,Offshore Entity 459,Bermuda,2007-07-10,Other,Offshore Leaks,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"611 Financial District, British Virgin Islands"
ENT_00459,Offshore Entity 460,Luxembourg,2010-01-05,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Monaco for business purposes.,"576 Financial District, Cayman Islands"
ENT_00460,Offshore Entity 461,Panama,2009-11-21,Company,Offshore Leaks,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"236 Financial District, British Virgin Islands"
ENT_00461,Offshore Entity 462,Panama,2018-02-06,Other,Pandora Papers,Active,This is an offshore entity incorporated in Switzerland for business purposes.,"555 Financial District, Luxembourg"
ENT_00462,Offshore Entity 463,Cyprus,2012-01-02,Trust,Paradise Papers,Active,This is an offshore entity incorporated in Cayman Islands for business purposes.,"296 Financial District, Monaco"
ENT_00463,Offshore Entity 464,Malta,2006-09-01,Foundation,Bahamas Leaks,Active,This is an offshore entity incorporated in Bahamas for business purposes.,"916 Financial District, British Virgin Islands"
ENT_00464,Offshore Entity 465,Bermuda,2005-11-07,Trust,Panama Papers,Active,This is an offshore entity incorporated in Cyprus for business purposes.,"239 Financial District, Panama"
ENT_00465,Offshore Entity 466,Monaco,2018-04-20,Trust,Panama Papers,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"667 Financial District, Luxembourg"
ENT_00466,Offshore Entity 467,Luxembourg,2023-01-08,Trust,Panama Papers,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"13 Financial District, Bahamas"
ENT_00467,Offshore Entity 468,Panama,2009-08-13,Foundation,Offshore Leaks,Inactive,This is an offshore entity incorporated in British Virgin Islands for business purposes.,"677 Financial District, Monaco"
ENT_00468,Offshore Entity 469,Bermuda,2011-06-04,Company,Pandora Papers,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"962 Financial District, Switzerland"
ENT_00469,Offshore Entity 470,Panama,2014-04-17,Foundation,Panama Papers,Dissolved,This is an offshore entity incorporated in Bahamas for business purposes.,"358 Financial District, British Virgin Islands"
ENT_00470,Offshore Entity 471,Cyprus,2006-12-11,Trust,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Switzerland for business purposes.,"762 Financial District, Bahamas"
ENT_00471,Offshore Entity 472,Panama,2015-09-27,Foundation,Pandora Papers,Active,This is an offshore entity incorporated in Malta for business purposes.,"644 Financial District, Cyprus"
ENT_00472,Offshore Entity 473,Bahamas,2019-06-20,Company,Bahamas Leaks,Active,This is an offshore entity incorporated in Panama for business purposes.,"824 Financial District, Cyprus"
ENT_00473,Offshore Entity 474,Bermuda,2019-03-23,Foundation,Bahamas Leaks,Dissolved,This is an offshore entity incorporated in Malta for business purposes.,"300 Financial District, Bermuda"
ENT_00474,Offshore Entity 475,British Virgin Islands,2022-11-14,Trust,Offshore Leaks,Inactive,This is an offshore entity incorporated in Luxembourg for business purposes.,"238 Financial District, Bahamas"
ENT_00475,Offshore Entity 476,British Virgin Islands,2013-08-11,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"910 Financial District, Monaco"
ENT_00476,Offshore Entity 477,Cyprus,2016-03-26,Other,Offshore Leaks,Dissolved,This is an offshore entity incorporated in Luxembourg for business purposes.,"817 Financial District, Bermuda"
ENT_00477,Offshore Entity 478,Luxembourg,2010-05-22,Company,Bahamas Leaks,Inactive,This is an offshore entity incorporated in Malta for business purposes.,"410 Financial District, Luxembourg"
ENT_00478,Offshore Entity 479,Cayman Islands,2022-07-15,Foundation,Panama Papers,Inactive,This is an offshore entity incorporated in Cayman Islands for business purposes.,"284 Financial District, Bermuda"
ENT_00479,Offshore Entity 480,Monaco,2005-08-15,Other,Panama Papers,Inactive,This is an offshore entity incorporated in Bermuda for business purposes.,"198 Financial District, Panama"
ENT_00480,Offshore Entity 481,Switzerland,2007-10-08,Foundation,Pandora Papers,Dissolved,This is an offshore entity incorporated in Cyprus for business purposes.,"623 Financial District, British Virgin Islands"
